EOG Left,EEG C3-A1,EEG O1-A1,EEG C4-A1,EEG O2-A1
-19.04296875,-8.88671875,-12.3046875,-6.640625,-13.8671875
-17.87109375,10.64453125,6.25,15.234375,-3.515625
-8.10546875,-5.76171875,21.2890625,-2.1484375,24.21875
-27.24609375,-23.046875,-0.68359375,-25.68359375,-5.95703125
6.15234375,-17.3828125,-1.07421875,-20.21484375,-10.7421875
