EOG Left,EEG C3-A1,EEG O1-A1,EEG C4-A1,EEG O2-A1
36.9140625,-15.8203125,-4.58984375,-19.7265625,-18.45703125
-17.28515625,24.51171875,2.63671875,23.33984375,16.50390625
68.65234375,6.93359375,-5.46875,3.02734375,7.71484375
-90.4296875,-9.47265625,-30.2734375,-5.859375,-13.4765625
-73.828125,-19.3359375,-20.703125,-8.0078125,-10.83984375
-17.7734375,-6.54296875,-23.92578125,-8.0078125,-27.1484375
-15.91796875,8.7890625,14.55078125,-0.5859375,2.1484375
-0.87890625,19.7265625,-1.953125,30.37109375,4.4921875
-29.296875,6.640625,7.03125,-5.859375,12.98828125
-113.28125,1.3671875,14.55078125,5.859375,36.03515625
-7.421875,17.28515625,16.40625,8.7890625,27.34375
15.0390625,-23.53515625,-9.765625,-9.86328125,-5.95703125
12.98828125,-4.8828125,-10.15625,-8.49609375,-12.109375
14.6484375,6.93359375,-3.125,1.07421875,-1.5625
-30.859375,0.09765625,14.94140625,-7.32421875,17.67578125
-8.984375,-4.98046875,-1.3671875,-0.48828125,-20.21484375
-0.5859375,-9.86328125,5.76171875,-1.7578125,-9.5703125
-33.7890625,-1.5625,18.1640625,-0.390625,16.89453125
-7.32421875,13.8671875,-10.25390625,7.8125,18.45703125
-19.921875,-0.87890625,15.8203125,-11.81640625,-0.48828125
-60.44921875,-1.7578125,1.26953125,-10.546875,-6.4453125
-5.2734375,-10.7421875,-6.4453125,-15.72265625,-15.234375
13.671875,-6.15234375,-10.05859375,-4.58984375,4.19921875
22.265625,-6.0546875,8.3984375,-14.6484375,-0.68359375
-8.203125,7.12890625,-10.64453125,9.47265625,-10.7421875
18.75,4.296875,7.12890625,1.953125,7.32421875
-30.95703125,-18.5546875,-10.83984375,-8.10546875,-10.83984375
16.015625,-8.59375,-5.46875,-3.02734375,5.6640625
11.42578125,6.0546875,-4.00390625,5.37109375,3.80859375
-3.22265625,-2.83203125,-3.61328125,-4.00390625,-1.67e-14
7.8125,3.80859375,1.3671875,2.9296875,-5.6640625
-17.1875,-29.1015625,-19.140625,-8.0078125,-29.1015625
7.32421875,46.6796875,-0.1953125,42.08984375,9.5703125
15.13671875,10.15625,23.4375,6.34765625,12.59765625
22.16796875,5.859375,15.13671875,1.7578125,8.30078125
-4.78515625,-10.7421875,-14.453125,1.5625,-20.3125
-5.6640625,-17.87109375,8.69140625,-18.9453125,14.94140625
-23.33984375,-12.20703125,12.109375,-10.9375,-2.5390625
12.5,-0.1953125,-3.41796875,7.71484375,2.05078125
-20.01953125,-7.03125,-2.5390625,-6.15234375,-7.32421875
-9.66796875,-12.890625,-17.3828125,-8.0078125,-18.9453125
25.68359375,1.85546875,0.5859375,0.29296875,6.34765625
-3.61328125,-13.671875,-0.29296875,-15.4296875,0.390625
-25.87890625,-13.37890625,0.29296875,-10.7421875,-5.6640625
-2.734375,-11.71875,-3.90625,-11.42578125,-12.5
-28.515625,2.44140625,-1.46484375,12.5,8.3984375
17.08984375,5.859375,-13.0859375,14.0625,4.19921875
5.37109375,-4.296875,-26.7578125,8.984375,-12.01171875
15.33203125,22.4609375,8.88671875,20.60546875,19.82421875
-8.59375,-10.546875,0.87890625,2.734375,5.37109375
5.46875,7.8125,8.59375,5.56640625,8.0078125
3.7109375,-5.6640625,10.15625,-10.25390625,25.1953125
-11.03515625,-0.68359375,0.68359375,-11.1328125,-22.94921875
7.51953125,4.78515625,-8.30078125,3.7109375,-16.40625
6.640625,-8.69140625,-24.31640625,-3.61328125,-24.12109375
-0.68359375,-7.32421875,10.64453125,-3.61328125,-4.00390625
26.953125,-0.09765625,-2.24609375,-6.15234375,-6.8359375
2.44140625,6.25,-10.25390625,1.3671875,-8.88671875
-35.83984375,-7.03125,-6.640625,2.83203125,6.15234375
7.03125,-8.69140625,-7.03125,-10.44921875,-7.03125
10.83984375,-12.20703125,-4.19921875,-8.984375,-8.7890625
-32.32421875,-16.50390625,0.78125,-11.03515625,-7.6171875
8.3984375,3.02734375,26.953125,-2.83203125,28.02734375
1.07421875,9.765625,-4.78515625,4.78515625,7.03125
-20.01953125,-20.01953125,15.13671875,-20.3125,14.16015625
1.07421875,0.48828125,-7.03125,-2.5390625,-10.15625
-5.859375,-2.24609375,17.08984375,0.87890625,5.37109375
10.3515625,17.96875,-19.23828125,7.03125,0.68359375
68.65234375,10.9375,0.09765625,11.81640625,-12.890625
-5.17578125,-5.56640625,1.5625,8.49609375,2.63671875
55.17578125,14.94140625,-15.4296875,20.21484375,-5.56640625
1.66015625,-3.41796875,7.32421875,-19.43359375,-5.6640625
12.98828125,-7.8125,7.32421875,-4.6875,3.125
58.984375,1.07421875,3.02734375,0.390625,2.34375
-37.5,-28.515625,-11.03515625,-18.9453125,-12.6953125
-20.703125,11.03515625,11.81640625,24.4140625,14.2578125
-42.48046875,7.03125,19.3359375,12.59765625,11.23046875
8.984375,14.2578125,36.62109375,5.859375,28.02734375
-10.44921875,-0.29296875,-8.10546875,-2.63671875,-8.203125
-11.71875,15.91796875,6.73828125,11.9140625,13.57421875
11.9140625,21.97265625,-1.171875,17.578125,1.46484375
1.07421875,-0.87890625,-16.9921875,3.7109375,-9.1796875
100.4882813,3.125,2.44140625,-0.87890625,7.2265625
-32.6171875,3.125,-5.17578125,12.01171875,-7.6171875
-122.3632813,-16.40625,0.09765625,-0.390625,-3.3203125
-36.81640625,-4.8828125,-13.37890625,-2.734375,-5.76171875
-25.87890625,-4.19921875,-5.37109375,0.78125,-11.42578125
16.50390625,1.3671875,-6.640625,8.59375,-17.67578125
-28.61328125,-18.1640625,17.08984375,-15.72265625,7.03125
8.59375,-13.76953125,13.0859375,-22.55859375,6.25
0.48828125,0.5859375,-11.03515625,7.51953125,6.4453125
8.88671875,5.46875,-0.48828125,-4.4921875,-11.03515625
5.6640625,-16.2109375,-24.21875,-6.4453125,-5.078125
2.83203125,6.34765625,-1.3671875,2.34375,-0.09765625
3.515625,6.640625,9.1796875,1.66015625,12.79296875
4.296875,15.52734375,-7.71484375,23.92578125,8.30078125
-49.0234375,2.83203125,28.02734375,2.05078125,20.80078125
1.26953125,-8.69140625,-5.56640625,4.1015625,-2.83203125
5.46875,5.56640625,13.96484375,4.98046875,9.375
-12.59765625,-11.42578125,-0.29296875,-7.12890625,2.34375
33.49609375,-13.96484375,-10.05859375,-7.421875,-2.734375
-15.4296875,5.6640625,-19.140625,-3.7109375,2.05078125
15.52734375,-7.03125,-6.73828125,-10.83984375,-12.40234375
2.34375,0.5859375,-1.953125,2.9296875,-2.734375
44.82421875,-1.7578125,0.390625,-4.98046875,-13.96484375
29.00390625,3.80859375,7.8125,5.17578125,3.515625
-0.78125,-2.5390625,6.4453125,-1.46484375,9.375
12.890625,10.05859375,-4.78515625,16.50390625,2.9296875
1.66015625,-16.9921875,-5.17578125,-9.5703125,10.44921875
4.00390625,4.6875,5.46875,-0.48828125,2.44140625
-77.83203125,8.49609375,5.2734375,16.30859375,-2.05078125
-5.078125,-0.87890625,-7.12890625,5.6640625,2.5390625
178.515625,32.32421875,-7.91015625,18.1640625,-5.6640625
-11.81640625,-14.55078125,13.37890625,-15.33203125,0.48828125
41.015625,6.0546875,17.3828125,-3.61328125,15.234375
4.296875,-14.16015625,3.90625,-27.63671875,-4.1015625
3.41796875,5.078125,-0.9765625,-0.1953125,0.09765625
-50.1953125,-18.5546875,18.45703125,7.8125,11.81640625
-45.41015625,-9.47265625,10.15625,-2.83203125,6.15234375
12.40234375,10.83984375,-9.86328125,-16.9921875,18.359375
211.2304688,3.80859375,0.5859375,-16.015625,-11.1328125
0.09765625,-4.8828125,6.54296875,-2.44140625,-3.41796875
-53.80859375,5.859375,6.15234375,1.66015625,-1.26953125
-52.734375,57.03125,29.8828125,48.2421875,27.734375
-27.734375,2.9296875,-6.73828125,11.03515625,9.47265625
-25.68359375,-19.921875,6.54296875,-14.453125,-10.9375
-58.984375,8.30078125,3.80859375,12.01171875,9.9609375
12.890625,6.93359375,17.96875,-2.5390625,20.60546875
-50.1953125,-5.37109375,8.30078125,-3.90625,10.83984375
3.41796875,4.39453125,0.390625,3.80859375,0.87890625
5.56640625,-33.30078125,2.734375,-33.59375,-0.5859375
1.7578125,8.69140625,4.00390625,-0.29296875,-7.71484375
-17.3828125,-23.92578125,-1.67e-14,-14.35546875,2.734375
-29.19921875,3.515625,10.546875,-9.08203125,11.62109375
-1.5625,9.08203125,12.98828125,13.37890625,0.9765625
-28.22265625,-8.0078125,12.98828125,-0.5859375,0.48828125
-14.84375,-3.61328125,12.79296875,6.0546875,15.0390625
-128.2226563,-29.19921875,-37.3046875,-46.09375,-35.44921875
-9.08203125,-4.19921875,-9.08203125,-1.953125,-10.15625
-84.9609375,-11.5234375,-2.1484375,-1.85546875,-19.53125
26.7578125,3.515625,-10.44921875,4.19921875,-3.7109375
10.25390625,1.85546875,-13.96484375,7.03125,-6.0546875
-6.0546875,-1.46484375,-5.37109375,-6.34765625,-15.72265625
-18.26171875,-3.90625,14.55078125,-5.2734375,-7.03125
-36.42578125,-2.63671875,1.5625,-4.58984375,-2.24609375
-0.48828125,-17.578125,-3.61328125,-19.04296875,-20.21484375
57.51953125,-19.23828125,2.34375,-18.26171875,1.46484375
36.9140625,7.32421875,-0.09765625,-0.1953125,1.7578125
36.71875,12.98828125,24.12109375,14.16015625,8.3984375
0.78125,5.2734375,23.73046875,-0.1953125,15.33203125
18.06640625,-4.98046875,12.6953125,-1.7578125,-3.41796875
35.44921875,-2.1484375,2.24609375,-11.5234375,-2.1484375
62.109375,-24.8046875,-2.05078125,-47.65625,-8.59375
12.6953125,4.4921875,-1.3671875,14.0625,6.73828125
-16.30859375,1.171875,0.09765625,16.9921875,-0.87890625
-14.74609375,-8.49609375,-16.50390625,-0.5859375,-38.28125
-27.1484375,14.0625,17.1875,14.94140625,22.55859375
-8.984375,-10.44921875,-4.58984375,-20.41015625,-0.29296875
-25.09765625,14.35546875,-1.46484375,6.0546875,7.91015625
-37.59765625,-3.80859375,-0.09765625,3.41796875,1.46484375
24.70703125,9.375,7.91015625,-13.57421875,5.078125
8.49609375,-18.359375,-5.76171875,-14.2578125,-16.50390625
14.16015625,11.328125,8.984375,2.63671875,12.40234375
-6.8359375,-5.2734375,10.7421875,-7.8125,14.16015625
-1.67e-14,4.98046875,13.28125,2.5390625,9.27734375
-41.015625,-1.5625,4.00390625,-4.00390625,1.85546875
-15.72265625,12.01171875,-6.73828125,12.79296875,-12.01171875
12.6953125,-9.27734375,-5.2734375,-23.14453125,-24.70703125
-11.1328125,27.734375,8.88671875,27.44140625,12.3046875
-16.69921875,-5.46875,4.19921875,-10.3515625,14.16015625
-17.7734375,14.94140625,11.42578125,18.65234375,30.078125
-71.09375,-29.1015625,-2.5390625,-19.7265625,-34.66796875
33.10546875,36.81640625,-9.27734375,33.59375,2.734375
1.171875,-1.66015625,8.59375,4.4921875,-0.29296875
7.8125,12.79296875,-4.58984375,17.67578125,-7.421875
5.95703125,-3.3203125,5.2734375,0.09765625,9.765625
210.7421875,-4.8828125,-1.07421875,-25.29296875,-13.96484375
-18.45703125,8.88671875,12.3046875,4.1015625,-1.07421875
7.421875,9.5703125,-8.49609375,16.796875,2.44140625
-46.97265625,20.99609375,-2.1484375,32.8125,6.0546875
0.09765625,-11.5234375,-5.76171875,-16.89453125,-8.49609375
-6.34765625,2.44140625,5.56640625,-7.421875,2.83203125
12.20703125,-4.4921875,-8.30078125,19.23828125,10.3515625
-46.58203125,-8.88671875,-5.859375,-0.09765625,-0.87890625
-4.6875,-0.9765625,3.02734375,0.68359375,-4.58984375
6.73828125,-10.15625,2.63671875,-5.078125,3.41796875
-0.9765625,4.4921875,5.6640625,-1.5625,-1.3671875
-11.62109375,-20.21484375,4.4921875,-34.5703125,-21.484375
-13.76953125,-30.2734375,-4.39453125,-24.21875,-18.1640625
6.15234375,-14.94140625,3.41796875,-21.09375,-1.5625
-0.390625,-11.81640625,-6.15234375,-7.03125,-7.51953125
-7.2265625,0.29296875,9.27734375,11.1328125,11.1328125
-14.55078125,20.5078125,12.3046875,1.07421875,10.64453125
10.15625,0.5859375,3.41796875,3.7109375,3.515625
-0.9765625,4.6875,-8.88671875,8.69140625,0.87890625
-25.29296875,-11.03515625,15.0390625,-8.10546875,-0.48828125
54.39453125,-10.83984375,-1.171875,-26.3671875,1.171875
-72.75390625,0.09765625,4.19921875,1.3671875,-9.765625
33.3984375,3.61328125,-3.22265625,2.24609375,-5.2734375
46.19140625,-2.9296875,-0.5859375,-14.94140625,-5.37109375
-55.859375,-40.0390625,20.99609375,-23.73046875,-8.984375
-9.375,-1.3671875,-4.4921875,-2.83203125,-22.55859375
0.87890625,-0.9765625,-4.4921875,4.00390625,-4.6875
36.81640625,-2.1484375,3.90625,-2.734375,6.640625
7.91015625,-5.95703125,-7.2265625,-5.46875,-7.8125
-14.16015625,1.26953125,1.85546875,9.86328125,4.1015625
18.1640625,-9.5703125,0.68359375,-16.40625,5.078125
10.15625,5.078125,-1.46484375,8.7890625,5.6640625
-20.1171875,-2.83203125,4.6875,-10.05859375,2.734375
37.59765625,6.54296875,17.87109375,-1.46484375,7.421875
13.671875,-10.3515625,-5.56640625,-1.66015625,-4.6875
6.34765625,6.0546875,-5.17578125,7.12890625,-4.19921875
-16.015625,0.68359375,4.8828125,-1.171875,6.4453125
-9.765625,3.3203125,-2.63671875,-0.87890625,15.13671875
3.80859375,-16.50390625,-3.515625,-4.8828125,0.48828125
2.734375,-10.9375,0.09765625,-17.3828125,-3.125
0.9765625,-8.3984375,28.02734375,-6.54296875,13.8671875
-1.07421875,-23.4375,21.77734375,-31.93359375,3.125
