EOG Left,EEG C3-A1,EEG O1-A1,EEG C4-A1,EEG O2-A1
15.91796875,-16.9921875,3.61328125,-12.59765625,0.09765625
-16.89453125,-43.5546875,-20.01953125,-35.9375,-23.4375
-17.96875,-23.73046875,-26.85546875,-18.359375,-5.17578125
-10.05859375,15.0390625,23.92578125,17.87109375,9.375
-25.0,-20.1171875,-16.796875,-6.4453125,-6.25
9.5703125,-17.08984375,3.80859375,-26.953125,-18.5546875
-21.19140625,19.62890625,12.40234375,15.33203125,15.234375
-4.98046875,-12.59765625,-3.61328125,-23.828125,-10.64453125
-34.86328125,22.0703125,9.08203125,27.24609375,39.2578125
19.23828125,-14.6484375,-16.015625,-15.13671875,-5.6640625
-96.58203125,0.87890625,9.5703125,8.0078125,-0.29296875
13.18359375,3.22265625,9.375,-5.2734375,-6.25
13.57421875,5.37109375,-1.953125,5.76171875,10.25390625
-26.953125,-25.78125,-9.375,-21.97265625,-8.7890625
-13.57421875,12.109375,4.296875,12.79296875,2.734375
20.21484375,-11.42578125,-6.4453125,-16.50390625,3.61328125
-36.9140625,-19.921875,4.1015625,-8.49609375,16.11328125
22.265625,4.19921875,-11.42578125,10.05859375,7.12890625
-33.30078125,9.5703125,-2.05078125,10.7421875,6.4453125
-18.45703125,-4.1015625,-0.68359375,-2.34375,-19.921875
-7.03125,-15.33203125,-8.69140625,-16.2109375,-23.73046875
2.63671875,-1.67e-14,10.25390625,3.7109375,11.62109375
8.3984375,4.1015625,14.35546875,4.78515625,7.6171875
2.9296875,8.30078125,9.5703125,-1.46484375,0.9765625
-18.75,-4.19921875,-21.875,-4.19921875,-18.75
-0.87890625,9.1796875,-12.109375,12.40234375,0.390625
-3.41796875,-0.29296875,14.94140625,-13.8671875,1.171875
-9.86328125,26.07421875,20.1171875,15.4296875,11.03515625
14.35546875,2.34375,10.7421875,-6.640625,16.89453125
2.83203125,4.78515625,-11.42578125,6.93359375,-5.859375
-137.7929688,-22.75390625,-45.80078125,-18.75,-37.79296875
9.9609375,25.1953125,5.6640625,23.14453125,4.6875
63.37890625,-7.51953125,5.76171875,-10.44921875,19.53125
-8.59375,9.5703125,-21.58203125,-9.08203125,-1.46484375
-5.859375,0.9765625,5.17578125,9.1796875,19.23828125
4.4921875,14.16015625,8.3984375,4.78515625,7.03125
3.41796875,1.07421875,-3.61328125,0.1953125,-5.56640625
-19.7265625,4.6875,20.8984375,10.83984375,13.0859375
42.96875,6.34765625,4.1015625,6.73828125,-0.1953125
23.2421875,-11.1328125,0.87890625,-8.10546875,1.3671875
28.61328125,-8.7890625,-14.453125,-8.7890625,-10.15625
64.55078125,-11.328125,-3.02734375,-16.50390625,-12.40234375
-47.55859375,-19.3359375,15.72265625,-12.01171875,-11.23046875
22.8515625,-0.5859375,2.05078125,8.10546875,-19.62890625
46.09375,8.49609375,-5.76171875,6.0546875,-11.81640625
10.9375,-3.61328125,6.8359375,-6.8359375,2.63671875
-13.76953125,-15.625,-0.68359375,-3.3203125,-4.6875
-7.03125,4.1015625,15.52734375,-5.859375,13.4765625
-27.1484375,-24.0234375,-6.93359375,-26.7578125,-29.1015625
1.171875,-12.98828125,-24.21875,-23.33984375,-15.234375
23.73046875,-11.328125,-5.2734375,-11.42578125,-1.953125
-9.66796875,-3.3203125,0.09765625,-9.5703125,-16.9921875
-21.19140625,5.078125,-5.2734375,10.7421875,0.9765625
11.23046875,8.0078125,6.73828125,8.69140625,1.66015625
5.859375,-7.12890625,9.47265625,6.640625,17.48046875
-17.28515625,7.91015625,-6.54296875,10.7421875,-6.54296875
90.234375,30.76171875,-16.2109375,31.54296875,13.28125
-18.45703125,18.26171875,2.5390625,19.62890625,10.9375
16.89453125,-4.8828125,-10.05859375,0.390625,-7.6171875
-32.6171875,9.27734375,9.86328125,11.23046875,3.22265625
-10.9375,5.56640625,-12.890625,18.26171875,-8.88671875
1.7578125,24.51171875,-14.2578125,35.7421875,5.078125
-15.13671875,-7.421875,0.29296875,-3.02734375,0.5859375
0.5859375,-12.6953125,-2.44140625,-9.765625,-6.640625
3.80859375,-10.15625,-27.34375,4.58984375,-12.6953125
-34.5703125,-5.859375,1.26953125,-11.5234375,-13.76953125
40.0390625,8.7890625,9.1796875,7.6171875,12.40234375
16.50390625,16.40625,4.6875,8.49609375,9.5703125
-4.1015625,-19.7265625,2.34375,-13.57421875,-4.6875
11.1328125,-4.39453125,-22.36328125,-2.5390625,-26.5625
-8.7890625,-4.6875,6.8359375,-5.56640625,-13.37890625
26.66015625,-0.48828125,5.56640625,-9.5703125,-3.02734375
-7.03125,12.3046875,4.6875,9.9609375,6.93359375
-59.1796875,-14.84375,2.9296875,-18.75,2.734375
-20.3125,-14.2578125,-2.1484375,-8.88671875,-7.03125
-17.08984375,-0.78125,-3.41796875,-4.8828125,-13.18359375
8.69140625,-0.09765625,8.30078125,-6.4453125,3.41796875
-6.4453125,6.15234375,13.96484375,5.76171875,6.73828125
1.953125,30.2734375,8.49609375,14.35546875,26.171875
-16.40625,-15.72265625,-3.3203125,-20.3125,-3.125
-24.90234375,2.5390625,-1.67e-14,-2.9296875,11.42578125
15.234375,-7.03125,26.953125,-3.90625,-2.44140625
-15.234375,1.5625,10.44921875,-4.58984375,10.83984375
17.96875,9.765625,11.9140625,8.7890625,17.08984375
-1.07421875,12.3046875,-16.69921875,16.11328125,-4.98046875
-1.07421875,24.31640625,6.93359375,24.31640625,20.21484375
49.4140625,19.04296875,0.1953125,33.203125,4.1015625
30.859375,-10.7421875,10.15625,4.39453125,13.4765625
-29.8828125,8.3984375,-1.7578125,13.4765625,13.4765625
-34.86328125,-19.140625,-15.33203125,-6.93359375,-10.3515625
-0.5859375,11.9140625,2.9296875,8.203125,5.46875
-10.44921875,7.12890625,2.1484375,6.8359375,-4.296875
-88.28125,8.203125,-3.80859375,14.16015625,11.5234375
10.3515625,-8.59375,-12.890625,-8.3984375,-12.3046875
-7.51953125,-5.859375,-4.98046875,1.46484375,-10.83984375
0.87890625,3.41796875,-7.03125,3.90625,-5.46875
-8.984375,8.88671875,-1.7578125,6.54296875,3.22265625
-14.74609375,0.5859375,-2.05078125,6.8359375,11.328125
34.1796875,-2.1484375,-8.69140625,-3.61328125,0.29296875
20.80078125,8.3984375,-8.88671875,9.765625,-2.734375
24.90234375,7.32421875,-7.421875,5.46875,25.1953125
-10.25390625,-14.6484375,-7.421875,-8.0078125,-2.83203125
28.7109375,5.078125,12.98828125,3.90625,5.17578125
3.3203125,-14.35546875,7.421875,-7.32421875,18.45703125
-33.30078125,-26.5625,-8.69140625,-24.4140625,-10.546875
14.35546875,5.76171875,-0.5859375,-4.8828125,-1.85546875
9.5703125,-8.49609375,-7.6171875,-7.12890625,-4.19921875
-13.0859375,-7.421875,17.48046875,-12.109375,4.39453125
49.70703125,9.375,24.70703125,11.71875,15.72265625
3.7109375,-11.5234375,3.3203125,-14.2578125,1.3671875
-99.0234375,-15.72265625,15.72265625,-12.3046875,14.16015625
-94.82421875,6.640625,-10.9375,20.703125,-11.1328125
-18.26171875,-0.78125,-5.17578125,-5.078125,-19.921875
33.69140625,5.2734375,4.8828125,-2.1484375,-15.52734375
-31.25,-7.51953125,-5.95703125,-9.5703125,-4.58984375
10.3515625,-6.0546875,1.3671875,-18.359375,-11.81640625
159.5703125,-9.1796875,10.83984375,-4.6875,-10.25390625
4.8828125,19.921875,0.5859375,15.234375,16.015625
-30.46875,-4.58984375,12.5,-10.7421875,1.7578125
38.671875,8.30078125,-9.47265625,12.98828125,15.52734375
-46.09375,5.95703125,6.15234375,-6.640625,12.890625
23.2421875,26.07421875,-6.0546875,15.4296875,4.4921875
4.296875,-3.3203125,-9.66796875,-5.56640625,-5.6640625
15.625,-15.52734375,11.03515625,-4.4921875,-2.24609375
-18.84765625,-0.5859375,22.55859375,2.9296875,15.33203125
-41.015625,23.4375,-9.27734375,28.125,15.52734375
17.28515625,0.78125,-11.5234375,-2.734375,-0.48828125
-0.29296875,-0.09765625,4.39453125,-1.171875,-6.0546875
-19.23828125,-7.2265625,6.73828125,-11.62109375,11.9140625
32.8125,-19.140625,-0.48828125,-16.796875,-1.953125
-8.59375,-0.5859375,-1.953125,5.46875,12.40234375
-45.21484375,-12.59765625,-20.703125,5.859375,-15.13671875
8.0078125,2.9296875,12.59765625,10.64453125,-2.9296875
-49.31640625,-8.984375,27.44140625,-17.3828125,14.16015625
-4.19921875,-11.328125,4.19921875,-18.5546875,6.4453125
-89.94140625,11.23046875,15.4296875,8.7890625,18.45703125
-32.8125,-25.0,0.1953125,-8.59375,-8.203125
-17.7734375,-3.7109375,-11.03515625,3.90625,1.26953125
44.3359375,14.0625,19.43359375,6.34765625,39.94140625
-4.58984375,-1.7578125,-0.68359375,2.24609375,13.57421875
-9.1796875,-4.00390625,-8.7890625,-8.30078125,-13.76953125
-5.078125,-7.71484375,-10.44921875,-5.56640625,-6.25
10.9375,-7.71484375,-1.66015625,-7.32421875,-17.48046875
26.7578125,3.80859375,6.25,-1.85546875,0.48828125
-9.9609375,2.34375,11.42578125,2.5390625,12.5
14.16015625,-16.89453125,7.03125,-10.3515625,8.88671875
-0.29296875,31.54296875,27.1484375,16.30859375,28.80859375
2.1484375,-5.37109375,-3.515625,-5.37109375,-16.11328125
31.0546875,15.72265625,10.15625,14.453125,-3.3203125
-64.84375,-14.55078125,-6.34765625,-10.3515625,-16.015625
-18.65234375,-2.44140625,21.97265625,-1.171875,18.65234375
-11.328125,13.28125,-2.83203125,15.0390625,16.015625
-76.5625,-30.76171875,-2.34375,-17.96875,-22.36328125
-20.21484375,24.12109375,-15.0390625,25.48828125,-7.12890625
-7.2265625,-0.9765625,-1.3671875,-1.46484375,10.25390625
17.87109375,1.3671875,-6.93359375,-7.2265625,-6.15234375
-9.9609375,23.046875,-5.56640625,23.33984375,-0.68359375
12.40234375,0.48828125,6.73828125,-3.7109375,2.34375
10.546875,-11.328125,-6.0546875,-19.140625,-3.41796875
8.0078125,7.2265625,-2.83203125,17.578125,-1.66015625
-8.203125,9.08203125,5.17578125,7.91015625,10.83984375
-5.76171875,-32.51953125,14.2578125,-28.3203125,-8.7890625
-28.61328125,-6.54296875,-11.1328125,-17.67578125,4.4921875
-41.2109375,-12.6953125,11.23046875,-6.54296875,4.19921875
37.6953125,16.11328125,3.90625,15.625,18.359375
-18.1640625,-9.765625,2.734375,-16.9921875,1.171875
2.1484375,-3.61328125,-2.5390625,-6.54296875,-0.29296875
6.640625,-19.04296875,4.19921875,-27.05078125,2.734375
21.484375,56.0546875,12.6953125,44.3359375,33.203125
-16.11328125,17.96875,8.69140625,10.05859375,3.7109375
17.3828125,-15.13671875,3.515625,-17.7734375,9.1796875
-7.6171875,16.11328125,-0.1953125,22.265625,-2.24609375
-2.63671875,-2.24609375,-9.86328125,-0.78125,-12.01171875
0.87890625,-20.01953125,-11.9140625,-14.74609375,-13.18359375
36.9140625,-21.484375,-21.875,-12.40234375,-19.43359375
-0.29296875,-1.26953125,9.765625,-5.46875,-14.16015625
-79.98046875,1.07421875,12.890625,3.02734375,-2.734375
-6.0546875,-3.02734375,15.8203125,1.26953125,-0.48828125
-56.15234375,-18.75,-13.671875,-7.32421875,-10.15625
-48.53515625,-17.7734375,14.16015625,-15.234375,2.05078125
26.46484375,15.13671875,4.19921875,6.640625,21.484375
73.046875,6.8359375,-6.34765625,-1.5625,0.48828125
15.8203125,-3.515625,-9.86328125,-5.46875,3.02734375
-18.65234375,-22.75390625,11.81640625,-15.33203125,4.1015625
-30.17578125,-5.76171875,-1.7578125,1.953125,-2.9296875
-0.87890625,2.5390625,-0.1953125,-4.6875,2.5390625
19.82421875,12.20703125,-6.15234375,18.45703125,-2.83203125
40.0390625,23.33984375,-6.54296875,19.3359375,11.03515625
34.08203125,0.390625,12.01171875,-0.48828125,10.83984375
-5.078125,-17.7734375,-2.1484375,-16.40625,-0.9765625
6.15234375,-8.3984375,-7.421875,-5.76171875,-1.07421875
53.7109375,11.81640625,-42.48046875,16.69921875,-40.4296875
7.6171875,-6.0546875,-1.953125,-2.734375,-3.515625
-25.390625,-17.578125,17.87109375,-9.765625,0.29296875
11.9140625,17.08984375,16.9921875,7.32421875,13.8671875
-20.3125,-27.1484375,-8.7890625,-17.1875,-18.9453125
44.43359375,-0.48828125,2.63671875,1.171875,-20.01953125
-5.859375,0.68359375,-0.5859375,-1.171875,4.296875
40.13671875,1.953125,0.390625,-10.546875,-4.4921875
-14.6484375,9.5703125,0.48828125,11.1328125,-4.58984375
-10.25390625,-5.37109375,-14.2578125,-2.44140625,-5.95703125
80.76171875,-25.0,-0.87890625,-47.0703125,-1.26953125
60.64453125,-3.02734375,-0.68359375,-4.1015625,-0.48828125
49.609375,18.06640625,-0.9765625,16.2109375,0.390625
-21.09375,-9.47265625,-0.48828125,-7.8125,7.12890625
-2.734375,-18.84765625,10.44921875,-16.89453125,6.73828125
18.5546875,37.98828125,-19.23828125,39.0625,6.54296875
-2.734375,17.1875,20.1171875,10.44921875,-0.9765625
7.2265625,11.328125,6.15234375,-7.8125,3.80859375
-7.2265625,-1.171875,-2.1484375,-5.2734375,-7.32421875
-4.58984375,-13.4765625,0.5859375,-1.66015625,15.52734375
-18.359375,-3.125,-0.1953125,0.87890625,-7.8125
-21.09375,-2.44140625,17.08984375,-1.171875,30.6640625
0.1953125,-7.71484375,21.2890625,-20.01953125,11.5234375
4.39453125,0.78125,22.75390625,-1.5625,-15.33203125
13.57421875,12.59765625,1.66015625,12.01171875,0.5859375
4.58984375,-9.375,11.62109375,0.09765625,-0.9765625
13.28125,7.32421875,-5.76171875,4.19921875,-3.22265625
18.5546875,-4.1015625,-8.7890625,-1.46484375,-0.1953125
1.66015625,5.2734375,-14.55078125,3.3203125,-7.51953125
-10.7421875,4.1015625,8.59375,4.78515625,-16.69921875
20.41015625,6.640625,17.96875,10.15625,-1.67e-14
9.66796875,-3.80859375,11.81640625,-4.6875,-1.171875
-62.59765625,-1.85546875,-14.16015625,-4.58984375,-8.49609375
13.57421875,12.98828125,-9.9609375,17.1875,-2.24609375
25.0,8.49609375,10.9375,4.8828125,13.28125
23.2421875,6.640625,23.046875,6.34765625,28.3203125
10.05859375,15.72265625,12.01171875,12.3046875,8.69140625
64.2578125,-8.7890625,2.05078125,-19.3359375,4.296875
2.83203125,8.30078125,20.60546875,8.984375,22.0703125
-27.5390625,-14.84375,10.15625,-6.93359375,-7.51953125
6.0546875,11.1328125,-12.890625,5.56640625,-8.59375
7.32421875,5.17578125,15.8203125,-3.90625,12.98828125
-1.3671875,-7.421875,-3.41796875,-5.859375,-10.3515625
11.328125,-9.86328125,1.46484375,-10.05859375,6.8359375
14.35546875,-3.515625,-26.5625,-7.12890625,-20.80078125
27.44140625,-1.67e-14,-0.09765625,-41.89453125,-12.109375
6.640625,-2.1484375,21.77734375,-6.93359375,-10.7421875
35.44921875,15.33203125,-10.15625,4.58984375,-1.46484375
-25.29296875,4.58984375,-2.05078125,-0.87890625,-0.48828125
28.22265625,22.75390625,3.90625,2.34375,-4.4921875
-12.5,-4.4921875,-3.125,2.44140625,-1.46484375
2.05078125,-13.671875,18.1640625,-17.87109375,2.34375
-32.6171875,-0.68359375,12.01171875,-3.3203125,3.515625
-58.203125,15.234375,-0.78125,14.0625,8.3984375
7.421875,-29.58984375,-10.83984375,-22.265625,-10.44921875
-59.08203125,-19.3359375,14.84375,-15.33203125,10.83984375
-57.03125,15.52734375,-1.07421875,7.71484375,10.64453125
3.3203125,18.5546875,-17.48046875,10.83984375,-22.55859375
-1.7578125,0.5859375,4.39453125,7.6171875,21.19140625
10.64453125,-4.58984375,5.859375,2.734375,9.47265625
3.515625,3.7109375,3.7109375,8.984375,1.85546875
44.82421875,0.1953125,9.375,-2.05078125,10.9375
-15.0390625,8.7890625,0.87890625,-1.85546875,-0.5859375
-6.640625,-13.76953125,-10.9375,-10.7421875,-6.8359375
-8.10546875,-3.02734375,-20.703125,-10.44921875,-4.8828125
-35.44921875,20.8984375,4.8828125,26.5625,3.02734375
30.2734375,18.75,-3.61328125,16.40625,6.34765625
53.41796875,-1.171875,-4.39453125,-1.26953125,7.03125
-0.9765625,4.39453125,-5.859375,11.71875,-0.390625
-0.9765625,-1.67e-14,-6.25,-2.05078125,-19.43359375
-23.2421875,-4.1015625,6.93359375,-3.41796875,-4.39453125
-18.75,-16.30859375,8.7890625,-25.78125,-9.08203125
41.11328125,-8.0078125,-7.8125,-6.34765625,-5.2734375
50.390625,6.73828125,-15.0390625,8.7890625,-8.10546875
-6.4453125,-14.6484375,-9.1796875,-6.54296875,-21.77734375
26.66015625,6.34765625,-14.84375,7.2265625,14.16015625
-12.79296875,-6.15234375,-6.640625,-3.41796875,-7.12890625
-10.15625,15.33203125,3.80859375,14.453125,-1.26953125
-4.00390625,-8.984375,-5.078125,-2.734375,-8.0078125
-4.4921875,-12.79296875,-5.2734375,-12.20703125,-17.87109375
10.05859375,15.33203125,6.4453125,6.4453125,1.66015625
28.515625,26.85546875,1.46484375,22.94921875,2.734375
1.5625,-0.78125,-22.94921875,-5.17578125,-21.77734375
-21.77734375,-14.0625,8.49609375,-9.1796875,0.87890625
-2.1484375,4.6875,-2.9296875,3.515625,-8.984375
8.203125,-30.2734375,-23.828125,-13.0859375,-13.96484375
-0.1953125,10.9375,-6.0546875,6.25,-4.1015625
-18.5546875,8.10546875,2.63671875,9.47265625,0.390625
1.953125,2.734375,23.828125,-3.41796875,22.265625
9.765625,-4.8828125,-10.7421875,0.390625,0.1953125
35.546875,-7.03125,-11.5234375,-5.56640625,-9.86328125
-8.59375,-8.10546875,26.85546875,-7.51953125,13.0859375
-54.78515625,-14.2578125,-3.515625,-11.62109375,-3.61328125
-1.953125,-0.9765625,-8.3984375,-3.41796875,-7.2265625
-1.7578125,16.796875,1.46484375,20.3125,2.734375
-24.0234375,-11.71875,8.69140625,-4.58984375,-5.2734375
-19.62890625,3.61328125,-9.765625,-1.66015625,-38.0859375
-12.6953125,-0.9765625,8.10546875,-5.6640625,-2.05078125
-9.1796875,0.390625,16.11328125,-3.515625,20.3125
6.4453125,2.34375,13.37890625,1.5625,13.28125
-32.91015625,-9.08203125,1.26953125,0.48828125,7.32421875
-6.8359375,-8.203125,-12.01171875,-8.7890625,0.5859375
-78.02734375,18.06640625,3.125,21.38671875,0.87890625
-5.37109375,35.3515625,-2.734375,31.640625,28.02734375
-4.296875,-27.05078125,-13.96484375,-20.41015625,-27.734375
-5.46875,7.91015625,7.2265625,8.10546875,7.71484375
31.0546875,-9.1796875,4.296875,-7.32421875,4.98046875
-10.546875,-8.984375,-14.2578125,-5.37109375,-5.56640625
-14.6484375,-4.296875,-2.05078125,-4.1015625,6.34765625
-11.23046875,-2.24609375,-5.37109375,-16.69921875,-5.17578125
2.44140625,4.8828125,2.83203125,1.85546875,-9.47265625
36.81640625,-7.91015625,-10.44921875,-14.453125,-15.0390625
12.5,-5.76171875,-3.90625,-9.375,-11.03515625
-29.78515625,26.07421875,7.32421875,25.29296875,12.3046875
19.23828125,16.2109375,-12.6953125,14.6484375,3.61328125
31.15234375,-13.8671875,-6.4453125,-1.26953125,-1.07421875
-12.890625,-3.7109375,8.0078125,-6.15234375,0.5859375
-24.4140625,9.765625,17.28515625,4.296875,19.3359375
13.18359375,-3.515625,-19.04296875,0.87890625,-6.93359375
-11.71875,12.109375,-9.86328125,17.96875,-16.40625
-14.35546875,-6.4453125,5.37109375,-4.1015625,3.80859375
9.47265625,0.48828125,33.203125,10.7421875,32.51953125
-71.875,7.32421875,7.51953125,16.40625,22.4609375
-52.24609375,-9.375,4.19921875,-3.515625,-0.390625
17.578125,-4.58984375,-6.0546875,2.34375,-6.54296875
15.52734375,-15.13671875,-0.48828125,-4.8828125,1.3671875
